,gene,x,y,counts
10401,Rae1,74,94,1
10402,Gm5678,74,94,1
10403,Prkca,74,95,1
10404,Ddx39b,74,96,1
10405,Cubn,74,96,1
10406,Zc3h18,74,96,1
10407,Golga4,74,97,1
10408,Kif13b,74,97,1
10409,Malat1,74,98,1
10410,Tmbim6,74,98,1
10411,Nisch,74,98,1
10412,Ube4a,74,98,1
10413,Tarsl2,74,99,1
10414,Plekhg3,74,99,1
10415,Dao,74,99,1
10416,Tmem150cos,74,99,1
10417,Rpl37a,75,1,1
10418,Gtf3c1,75,1,1
10419,Pcm1,75,1,1
10420,Tmem171,75,1,1
10421,Lias,75,2,1
10422,Gse1,75,2,1
10423,Atp1a1,75,3,1
10424,Kcnq1ot1,75,7,1
10425,Ipo9,75,7,1
10426,Ggnbp2,75,8,1
10427,Tmcc1,75,9,1
10428,Atrx,75,12,1
10429,Tcf4,75,14,1
10430,Dok4,75,14,1
10431,Gm38394,75,15,1
10432,Srrt,75,15,1
10433,Syne1,75,19,1
10434,Dmtf1,75,19,1
10435,Clec11a,75,19,1
10436,Ndufa4,75,21,1
10437,BC005561,75,22,1
10438,Malat1,75,25,2
10439,Znfx1,75,25,1
10440,Ofd1,75,25,1
10441,Neat1,75,26,1
10442,Uvrag,75,26,1
10443,Rpl8,75,30,1
10444,Lats2,75,30,1
10445,Nfya,75,31,1
10446,Asb6,75,31,1
10447,Tecpr1,75,33,1
10448,Vgll4,75,34,1
10449,Syne2,75,35,1
10450,Gm28230,75,35,1
10451,Slc6a8,75,35,1
10452,Araf,75,37,1
10453,P4ha2,75,37,1
10454,Ranbp1,75,37,1
10455,Tsen2,75,37,1
10456,Ncbp2,75,40,1
10457,Adprhl2,75,40,1
10458,Use1,75,40,1
10459,Malat1,75,43,1
10460,Ivns1abp,75,43,1
10461,Rb1cc1,75,43,1
10462,Flywch2,75,43,1
10463,Ralgapb,75,44,1
10464,Svil,75,44,1
10465,Glud1,75,44,1
10466,Wwp1,75,44,1
10467,Ap5m1,75,45,1
10468,Slc12a1,75,46,1
10469,Atp2b1,75,46,1
10470,Igfbp4,75,46,1
10471,Malat1,75,47,1
10472,Ubac1,75,47,1
10473,6030458C11Rik,75,48,1
10474,Malat1,75,49,1
10475,Ddx49,75,49,1
10476,Rif1,75,50,1
10477,Atp1b1,75,50,1
10478,Exoc3,75,50,1
10479,Fbxw7,75,51,1
10480,Gdi2,75,52,1
10481,Birc6,75,54,1
10482,Pcmtd2,75,55,1
10483,Son,75,56,1
10484,Dst,75,57,1
10485,Sema4c,75,57,1
10486,Azi2,75,58,1
10487,Malat1,75,59,1
10488,Cgnl1,75,63,1
10489,Gon7,75,63,1
10490,Aqp2,75,65,1
10491,Malat1,75,66,1
10492,Pds5a,75,66,1
10493,Rhcg,75,67,1
10494,Ostf1,75,67,1
10495,Stt3b,75,67,1
10496,Malat1,75,68,1
10497,Hsp90b1,75,68,1
10498,Aqp2,75,68,1
10499,Malat1,75,69,1
10500,Wfdc2,75,69,1
10501,Snx6,75,70,1
10502,Bcl11b,75,70,1
10503,Malat1,75,71,1
10504,Fus,75,71,1
10505,Wsb1,75,71,1
10506,Skil,75,71,1
10507,Echs1,75,72,1
10508,Psme4,75,72,1
10509,Malat1,75,74,1
10510,Akap9,75,74,1
10511,Ubxn7,75,74,1
10512,Ndufs2,75,75,1
10513,Map3k4,75,75,1
10514,Gm10800,75,75,1
10515,Amfr,75,75,1
10516,Krcc1,75,77,1
10517,Mlh3,75,77,1
10518,Cdc26,75,78,1
10519,Prpf40b,75,80,1
10520,Nasp,75,81,1
10521,Psmc3,75,82,1
10522,Malat1,75,83,1
10523,mt-Nd4,75,83,1
10524,Pqlc1,75,83,1
10525,Pitpna,75,84,1
10526,Hmgxb4,75,85,1
10527,Zmynd8,75,85,1
10528,Anapc5,75,85,1
10529,Gas6,75,86,1
10530,Gcc2,75,86,1
10531,Smarcc2,75,87,1
10532,Rasa4,75,87,1
10533,Kctd18,75,87,1
10534,Ccnl1,75,88,1
10535,Dnajb6,75,88,1
10536,Tmbim4,75,88,1
10537,Malat1,75,89,1
10538,Nbea,75,89,1
10539,Ndufa11,75,90,1
10540,Gm19656,75,90,1
10541,Dicer1,75,91,1
10542,Slc25a26,75,91,1
10543,Atrx,75,92,1
10544,Chpt1,75,92,1
10545,Twistnb,75,92,1
10546,Lamtor4,75,92,1
10547,Malat1,75,94,1
10548,Gon4l,75,94,1
10549,Lgals8,75,94,1
10550,Qk,75,94,1
10551,Cgnl1,75,95,1
10552,Supt16,75,98,1
10553,Mfsd4b5,75,98,1
10554,Gm42418,75,99,1
10555,Dusp11,75,99,1
10556,Pan3,75,99,1
10557,Slc7a6os,75,99,1
10558,Malat1,76,2,1
10559,Myo1d,76,2,1
10560,H2afy,76,2,1
10561,Srrm1,76,3,1
10562,Cyhr1,76,3,1
10563,Slc4a8,76,3,1
10564,Traf4,76,5,1
10565,Itpr2,76,6,1
10566,Pbxip1,76,7,1
10567,Dap3,76,7,1
10568,Mpp7,76,7,1
10569,Malat1,76,8,1
10570,Mkln1,76,8,1
10571,Clcnkb,76,8,1
10572,Pnisr,76,9,1
10573,Slc35a3,76,9,1
10574,Fkbp3,76,10,1
10575,Malat1,76,13,1
10576,4932438A13Rik,76,13,1
10577,Akr1b3,76,13,1
10578,Ino80d,76,14,1
10579,Malat1,76,16,1
10580,Sirt7,76,17,1
10581,Zc3hc1,76,18,1
10582,Fam171a1,76,18,1
10583,Malat1,76,22,1
10584,Cdk11b,76,22,1
10585,Prpf6,76,24,1
10586,Fam168b,76,26,1
10587,Ppil2,76,27,1
10588,Pum1,76,30,1
10589,Sin3b,76,30,1
10590,Sptan1,76,35,1
10591,Pard3,76,35,1
10592,Tm9sf2,76,35,1
10593,Banp,76,36,1
10594,Faah,76,39,1
10595,Ehmt1,76,39,1
10596,Ndufc1,76,39,1
10597,Dlat,76,39,1
10598,Wdr70,76,40,1
10599,Trip11,76,40,1
10600,Gpat4,76,44,1
10601,Baz2a,76,44,1
10602,Ppp2cb,76,45,1
10603,Tns1,76,46,1
10604,Ddx46,76,46,1
10605,N6amt1,76,48,1
10606,Man2b1,76,48,1
10607,Rps7,76,49,1
10608,Pcyt2,76,49,1
10609,Malat1,76,50,1
10610,Rbm5,76,50,1
10611,Nme1,76,50,1
10612,Malat1,76,52,1
10613,Dcaf8,76,52,1
10614,Pla1a,76,52,1
10615,Dock1,76,53,1
10616,Ppil4,76,53,1
10617,Cep290,76,53,1
10618,Pcbp2,76,53,1
10619,Dst,76,56,1
10620,Ift57,76,56,1
10621,Malat1,76,57,1
10622,Washc2,76,57,1
10623,Col4a3bp,76,57,1
10624,Wnk1,76,61,1
10625,Golga7,76,61,1
10626,Rbm5,76,63,1
10627,Aff1,76,64,1
10628,Epb41l5,76,64,1
10629,Malat1,76,65,1
10630,Gon4l,76,65,1
10631,Ankib1,76,65,1
10632,Prkcd,76,65,1
10633,Zbtb20,76,66,1
10634,Paf1,76,66,1
10635,Hnrnpu,76,67,1
10636,Ascc3,76,68,1
10637,Vegfa,76,68,1
10638,Mbnl2,76,68,1
10639,Car12,76,70,1
10640,Rb1,76,70,1
10641,Malat1,76,71,1
10642,Sf3b2,76,71,1
10643,Mark3,76,71,1
10644,Gm16170,76,72,1
10645,Rabep1,76,73,1
10646,Ankrd12,76,74,1
10647,Malat1,76,75,1
10648,Hnrnpu,76,75,1
10649,Malat1,76,76,1
10650,Malat1,76,77,1
10651,Baiap2,76,77,1
10652,Asb15,76,77,1
10653,2610507B11Rik,76,78,1
10654,Zcchc7,76,78,1
10655,Dag1,76,78,1
10656,Thumpd3,76,78,1
10657,Lrrc8e,76,78,1
10658,Malat1,76,81,1
10659,Marf1,76,81,1
10660,Pnisr,76,83,1
10661,D430042O09Rik,76,83,1
10662,Malat1,76,85,1
10663,Gpatch8,76,85,1
10664,Malat1,76,86,2
10665,Fkbp15,76,86,1
10666,Cc2d1b,76,87,1
10667,Zeb2,76,88,1
10668,Mcf2l,76,88,1
10669,Phf3,76,88,1
10670,Gigyf2,76,90,1
10671,Ifnar1,76,90,1
10672,Psmd4,76,91,1
10673,Dock7,76,91,1
10674,S100a6,76,91,1
10675,Malat1,76,93,1
10676,Tsn,76,93,1
10677,Enox2,76,93,1
10678,Actl6a,76,93,1
10679,Adcy6,76,94,1
10680,Ogt,76,95,1
10681,Dazap1,76,95,1
10682,Ergic3,76,95,1
10683,Malat1,76,97,1
10684,Ufm1,76,97,1
10685,Apc,76,98,1
10686,Stx5a,76,98,1
10687,Wbp1,76,98,1
10688,Snhg11,76,99,1
10689,Col27a1,77,2,1
10690,Camk2n1,77,2,1
10691,Malat1,77,3,1
10692,Rhcg,77,3,1
10693,Slc45a3,77,3,1
10694,Itsn2,77,5,1
10695,Myo9a,77,5,1
10696,Sbno2,77,7,1
10697,Slc12a3,77,9,1
10698,Mycbp2,77,9,1
10699,Malat1,77,11,1
10700,Pik3c2a,77,13,1
10701,Tbc1d24,77,14,1
10702,Atp2c1,77,15,1
10703,U2surp,77,18,1
10704,Ankrd12,77,18,1
10705,Mynn,77,19,1
10706,Tmem174,77,20,1
10707,Esyt1,77,20,1
10708,Gon7,77,20,1
10709,Malat1,77,22,1
10710,Malat1,77,24,1
10711,Dlst,77,24,1
10712,Supt20,77,24,1
10713,Setd5,77,25,1
10714,Rb1cc1,77,26,1
10715,Malat1,77,28,1
10716,Slc30a7,77,28,1
10717,Cep170,77,28,1
10718,Malat1,77,29,1
10719,Ggnbp2,77,32,1
10720,Hnrnpu,77,32,1
10721,Rufy2,77,33,1
10722,Malat1,77,34,1
10723,Rc3h2,77,34,1
10724,Zfc3h1,77,35,1
10725,Slc2a4,77,35,1
10726,Ino80d,77,36,1
10727,Arpp19,77,36,1
10728,Malat1,77,37,1
10729,Hnrnpu,77,37,1
10730,Eef1g,77,39,1
10731,Lrba,77,41,1
10732,Vrk2,77,41,1
10733,Malat1,77,42,1
10734,Umod,77,42,1
10735,Fnbp1,77,43,1
10736,Dmtf1,77,43,1
10737,Tab2,77,43,1
10738,Gm45837,77,43,1
10739,Brap,77,44,1
10740,Malat1,77,47,2
10741,Slc12a1,77,47,1
10742,Zcchc7,77,47,1
10743,Got1,77,47,1
10744,Myh10,77,49,1
10745,Prpf4b,77,50,1
10746,Malat1,77,51,1
10747,Farsa,77,51,1
10748,D430042O09Rik,77,51,1
10749,Malat1,77,53,1
10750,Atrx,77,53,1
10751,Rnpepl1,77,53,1
10752,Cox8a,77,54,1
10753,Xist,77,54,1
10754,Vps13c,77,54,1
10755,Kl,77,54,1
10756,Smo,77,54,1
10757,Nisch,77,55,1
10758,Cpsf7,77,56,1
10759,Tbc1d4,77,56,1
10760,Sv2a,77,56,1
10761,Ddx46,77,58,1
10762,Plgrkt,77,58,1
10763,Gm17690,77,58,1
10764,Col4a5,77,59,1
10765,Tns1,77,63,1
10766,Wnk4,77,63,1
10767,Dgcr2,77,63,1
10768,Cs,77,64,1
10769,Wfdc15b,77,64,1
10770,Rexo2,77,64,1
10771,Hnrnpa2b1,77,65,1
10772,Ice1,77,65,1
10773,Nufip2,77,66,1
10774,Malat1,77,67,1
10775,Cgnl1,77,68,1
10776,mt-Nd2,77,68,1
10777,Dmxl2,77,69,1
10778,Dnase1l1,77,71,1
10779,Lasp1,77,71,1
10780,Malat1,77,72,1
10781,Herc1,77,72,1
10782,Gm42418,77,72,1
10783,Npepps,77,72,1
10784,Zc3h18,77,72,1
10785,Rpl27,77,72,1
10786,Gm49179,77,76,1
10787,Sparc,77,76,1
10788,Prpf4b,77,78,1
10789,Marf1,77,78,1
10790,Safb,77,78,1
10791,Aars,77,78,1
10792,Cgnl1,77,79,1
10793,Atp6v1b1,77,79,1
10794,Hnrnpdl,77,79,1
10795,Srp14,77,79,1
10796,Malat1,77,80,1
10797,Tmem64,77,80,1
10798,Mast2,77,81,1
10799,Malat1,77,82,1
10800,Thoc1,77,82,1
10801,Sirt3,77,82,1
10802,Mia2,77,82,1
10803,6030458C11Rik,77,82,1
10804,Usp8,77,82,1
10805,Elovl1,77,82,1
10806,Sult2a3,77,82,1
10807,9930104L06Rik,77,83,1
10808,Tmpo,77,84,1
10809,Isy1,77,85,1
10810,Malat1,77,86,1
10811,Cdadc1,77,87,1
10812,Nup93,77,87,1
10813,Malat1,77,88,1
10814,Tln2,77,89,1
10815,Pkp4,77,89,1
10816,Lap3,77,89,1
10817,Pdzd3,77,89,1
10818,Vezf1,77,89,1
10819,Prpf8,77,90,1
10820,U2af2,77,93,1
10821,Hnrnpu,77,94,1
10822,Ewsr1,77,94,1
10823,Gm26911,77,95,1
10824,Utrn,77,96,1
10825,Hnrnpa2b1,77,96,1
10826,Ttc14,77,96,1
10827,Gigyf2,77,97,1
10828,Cbx4,77,97,1
10829,Rab24,77,98,1
10830,Acsm2,77,98,1
10831,Rbbp6,78,1,1
10832,Arhgef5,78,1,1
10833,Malat1,78,2,1
10834,Slc12a3,78,2,1
10835,Malat1,78,3,1
10836,Lamb1,78,4,1
10837,Ints6l,78,4,1
10838,Ccnl2,78,5,1
10839,Acat1,78,5,1
10840,Brd8,78,6,1
10841,Sf3b1,78,8,1
10842,Vps33a,78,8,1
10843,Dscaml1,78,8,1
10844,Malat1,78,9,1
10845,Malat1,78,10,1
10846,Srrm1,78,13,1
10847,Cep350,78,14,1
10848,Usp7,78,16,1
10849,Mfhas1,78,16,1
10850,Mycbp2,78,19,1
10851,Rapgef5,78,19,1
10852,Ranbp10,78,19,1
10853,Pdhb,78,21,1
10854,2810021J22Rik,78,21,1
10855,Mpc2,78,22,1
10856,Rasa1,78,23,1
10857,Sec31a,78,25,1
10858,Ly6e,78,26,1
10859,Malat1,78,27,1
10860,Phf20,78,27,1
10861,Eif4g2,78,31,1
10862,Map4,78,31,1
10863,Prr15l,78,33,1
10864,Pm20d1,78,36,1
10865,Malat1,78,37,1
10866,Rhcg,78,37,1
10867,Clptm1,78,37,1
10868,Malat1,78,38,1
10869,Ppil4,78,38,1
10870,Nbeal1,78,39,1
10871,App,78,39,1
10872,Ppid,78,41,1
10873,Mrpl38,78,41,1
10874,Malat1,78,42,1
10875,Zfp609,78,42,1
10876,Clcnkb,78,42,1
10877,Arl6ip4,78,43,1
10878,Rufy4,78,44,1
10879,Ikbkb,78,46,1
10880,Utrn,78,47,1
10881,Krit1,78,49,1
10882,Ice1,78,49,1
10883,Egf,78,50,1
10884,Ccdc47,78,50,1
10885,Immt,78,50,1
10886,Neat1,78,53,1
10887,Zmym5,78,53,1
10888,Ap4e1,78,53,1
10889,Malat1,78,54,1
10890,Prkra,78,54,1
10891,Tpp2,78,55,1
10892,Malat1,78,58,1
10893,Ddx50,78,60,1
10894,Cdc73,78,60,1
10895,Pigp,78,61,1
10896,Rab14,78,63,1
10897,Dtymk,78,63,1
10898,Csnk1a1,78,65,1
10899,Rrbp1,78,65,1
10900,Uxt,78,65,1
10901,Aqp2,78,66,1
10902,Ttc14,78,66,1
10903,Sptan1,78,66,1
10904,Malat1,78,67,1
10905,Malat1,78,68,1
10906,Eif4g1,78,68,1
10907,Dnajb14,78,68,1
10908,Malat1,78,70,1
10909,Bnip2,78,70,1
10910,Malat1,78,72,1
10911,Hars2,78,72,1
10912,Snrnp70,78,73,1
10913,Kifc3,78,75,1
10914,Arpc5,78,75,1
10915,Ddx5,78,76,1
10916,Ppp6r3,78,77,1
10917,Hsp90aa1,78,77,1
10918,Klkb1,78,77,1
10919,Malat1,78,79,2
10920,Pkn2,78,80,1
10921,Vps37a,78,80,1
10922,Rif1,78,80,1
10923,Gpi1,78,80,1
10924,Malat1,78,82,1
10925,Dst,78,82,1
10926,Smarca2,78,82,1
10927,Tead1,78,82,1
10928,Napg,78,82,1
10929,Glg1,78,82,1
10930,Wbp4,78,83,1
10931,Zzz3,78,83,1
10932,Lrrc41,78,83,1
10933,Usp34,78,84,1
10934,Srek1,78,84,1
10935,Gak,78,86,1
10936,Ergic2,78,87,1
10937,Malat1,78,89,1
10938,Hnrnph1,78,89,1
10939,Garem1,78,89,1
10940,Pkn2,78,90,1
10941,Rbbp8,78,90,1
10942,Snhg11,78,91,1
10943,Herc1,78,91,1
10944,Bdh2,78,93,1
10945,Rpa2,78,93,1
10946,Enah,78,94,1
10947,Hectd1,78,94,1
10948,Chrdl1,78,94,1
10949,Atp11a,78,95,1
10950,Malat1,78,96,1
10951,Slc34a1,78,96,1
10952,Zfp768,78,97,1
10953,Cc2d2a,78,98,1
10954,Gcc2,78,98,1
10955,Srcin1,78,98,1
10956,Pnpla8,78,99,1
10957,Eif4h,78,99,1
10958,Cspp1,78,99,1
10959,Slc28a2,78,99,1
10960,Nemf,79,0,1
10961,Atp1b1,79,1,1
10962,Atp6v1d,79,1,1
10963,Malat1,79,2,1
10964,Camkk2,79,2,1
10965,Mbtps2,79,2,1
10966,Malat1,79,3,1
10967,Cers2,79,3,1
10968,Zbtb5,79,3,1
10969,Slc12a3,79,4,1
10970,Dctn6,79,4,1
10971,Agpat4,79,4,1
10972,Bms1,79,5,1
10973,Cluap1,79,5,1
10974,Pnisr,79,8,1
10975,Wnk1,79,8,1
10976,Tm7sf2,79,8,1
10977,Samd8,79,11,1
10978,Prrc2c,79,13,1
10979,Cers5,79,13,1
10980,Nampt,79,13,1
10981,Malat1,79,15,1
10982,Slc44a1,79,15,1
10983,Smg1,79,17,1
10984,Atp5h,79,17,1
10985,Malat1,79,18,1
10986,Tmem150a,79,18,1
10987,Eloa,79,18,1
10988,Bcl7a,79,23,1
10989,Hnrnpd,79,23,1
10990,Samd12,79,24,1
10991,Nin,79,24,1
10992,Pcbp2,79,25,1
10993,Gspt1,79,29,1
10994,Utrn,79,31,1
10995,Pparg,79,31,1
10996,Exoc4,79,32,1
10997,Malat1,79,35,1
10998,Atp6v0a2,79,35,1
10999,Malat1,79,36,1
11000,Esrp2,79,36,1
11001,Enpp2,79,36,1
11002,Smarcd2,79,36,1
11003,Hsp90aa1,79,36,1
11004,Patz1,79,36,1
11005,Cdkl1,79,37,1
11006,Gm20518,79,37,1
11007,Jade1,79,40,1
11008,Fam118b,79,40,1
11009,Tmem91,79,40,1
11010,Atrx,79,41,1
11011,Cstf1,79,41,1
11012,Slc48a1,79,43,1
11013,Lmo7,79,45,1
11014,Slc12a1,79,45,1
11015,Syne2,79,45,1
11016,Ppig,79,45,1
11017,Dnah12,79,45,1
11018,C2,79,48,1
11019,Lig3,79,52,1
11020,Setd2,79,52,1
11021,Qser1,79,52,1
11022,Arhgap24,79,53,1
11023,Mga,79,53,1
11024,Chchd2,79,55,1
11025,Slc12a1,79,57,1
11026,Nav1,79,57,1
11027,Gm10717,79,59,1
11028,Bhlhe40,79,60,1
11029,Snrnp70,79,60,1
11030,Malat1,79,61,1
11031,Pnisr,79,61,1
11032,Ccnl1,79,65,1
11033,Plag1,79,65,1
11034,Malat1,79,66,1
11035,Rpl31,79,66,1
11036,Neat1,79,67,1
11037,Srsf5,79,67,1
11038,Eif3b,79,67,1
11039,Trpm3,79,67,1
11040,Malat1,79,68,1
11041,Snrnp70,79,68,1
11042,Dpp3,79,69,1
11043,Rnf40,79,69,1
11044,Usp34,79,70,1
11045,Larp4b,79,70,1
11046,Pcm1,79,70,1
11047,Rab11fip3,79,70,1
11048,Cluh,79,71,1
11049,Kdm2a,79,71,1
11050,Slc4a9,79,71,1
11051,Gm28036,79,71,1
11052,Rab24,79,72,1
11053,Baiap2l2,79,72,1
11054,Ago2,79,72,1
11055,Mycbpap,79,72,1
11056,Malat1,79,73,1
11057,Slc4a9,79,73,1
11058,Trpm3,79,74,1
11059,Por,79,74,1
11060,Klf5,79,74,1
11061,Malat1,79,76,1
11062,Arfgef1,79,77,1
11063,Atp10b,79,78,1
11064,Ttc14,79,79,1
11065,Kif12,79,80,1
11066,Taf1a,79,80,1
11067,Mark2,79,80,1
11068,Cenpl,79,80,1
11069,Usp28,79,83,1
11070,Malat1,79,85,2
11071,Epb41l2,79,85,1
11072,Malat1,79,86,2
11073,Mycbp2,79,86,1
11074,Gm29609,79,86,1
11075,Tango2,79,91,1
11076,Gfm2,79,91,1
11077,Dhx57,79,91,1
11078,Ldlrad3,79,91,1
11079,Wnk1,79,92,1
11080,Gss,79,92,1
11081,Xylb,79,92,1
11082,Hectd1,79,92,1
11083,Malat1,79,93,1
11084,Hdgf,79,93,1
11085,Mat2a,79,94,1
11086,Tfcp2,79,94,1
11087,Malat1,79,96,1
11088,Myo10,79,96,1
11089,Prrc2c,79,96,1
11090,Abcd3,79,96,1
11091,Rsrp1,80,0,1
11092,Malat1,80,3,1
11093,Malat1,80,4,1
11094,Ccl25,80,4,1
11095,Vezf1,80,4,1
11096,Mprip,80,5,1
11097,Trim41,80,5,1
11098,Npepl1,80,5,1
11099,Xist,80,6,1
11100,Brd9,80,6,1
11101,Atad3a,80,6,1
11102,Gpn1,80,6,1
11103,Papss1,80,6,1
11104,Malat1,80,8,1
11105,Malat1,80,14,1
11106,Gphn,80,15,1
11107,Tssc4,80,16,1
11108,Tinf2,80,17,1
11109,Dpp7,80,18,1
11110,Pbx1,80,19,1
11111,Rap1a,80,19,1
11112,Zfp592,80,23,1
11113,Tjp1,80,23,1
11114,Cenpb,80,24,1
11115,Malat1,80,25,1
11116,Ubr5,80,25,1
11117,H2afy,80,25,1
11118,Xist,80,26,1
11119,Ugt1a2,80,27,1
11120,P4ha2,80,27,1
11121,Tardbp,80,30,1
11122,Aplp2,80,30,1
11123,Crispld1,80,31,1
11124,Herc1,80,34,1
11125,Umod,80,35,1
11126,Mrps7,80,35,1
11127,Fxn,80,35,1
11128,S100a6,80,36,1
11129,Atxn7l3b,80,36,1
11130,Atg9a,80,36,1
11131,4930402H24Rik,80,42,1
11132,Usp10,80,42,1
11133,Polr2b,80,42,1
11134,Gpatch1,80,42,1
11135,Igfbp7,80,43,1
11136,Dixdc1,80,43,1
11137,Cdkl1,80,47,1
11138,Gm49320,80,47,1
11139,Malat1,80,48,1
11140,Smarcc2,80,49,1
11141,Snx14,80,50,1
11142,Shd,80,51,1
11143,Brd4,80,52,1
11144,Malat1,80,54,1
11145,Vps37a,80,54,1
11146,Bclaf1,80,54,1
11147,Dab2ip,80,55,1
11148,Gm43055,80,57,1
11149,Malat1,80,58,1
11150,Malat1,80,59,1
11151,Malat1,80,62,1
11152,Gm42418,80,62,1
11153,Prkx,80,62,1
11154,Ahnak,80,66,1
11155,Prorsd1,80,70,1
11156,Malat1,80,71,1
11157,Piezo1,80,71,1
11158,Ank3,80,71,1
11159,Itpr2,80,72,1
11160,Ptpn11,80,72,1
11161,Ufl1,80,73,1
11162,Map7,80,75,1
11163,Immt,80,77,1
11164,Dmac2,80,77,1
11165,Ivns1abp,80,78,1
11166,Tmem63a,80,78,1
11167,Rock1,80,79,1
11168,Usp24,80,79,1
11169,Adam17,80,79,1
11170,Psmd3,80,79,1
11171,Malat1,80,81,1
11172,Pde4c,80,81,1
11173,Pam,80,81,1
11174,Akap17b,80,85,1
11175,Snrk,80,85,1
11176,Prkcz,80,85,1
11177,Ascc1,80,85,1
11178,Gm49336,80,85,1
11179,Mier1,80,86,1
11180,Ufl1,80,86,1
11181,Malat1,80,89,1
11182,Macf1,80,91,1
11183,Kif12,80,91,1
11184,Slc13a2,80,91,1
11185,Tgfbr2,80,91,1
11186,Neat1,80,93,1
11187,Wnk1,80,93,1
11188,Ankrd17,80,93,1
11189,BC005561,80,93,1
11190,Fam193b,80,94,1
11191,Carf,80,94,1
11192,Naa25,80,94,1
11193,Scly,80,95,1
11194,Ubn1,80,95,1
11195,Cdca7l,80,95,1
11196,Acp6,80,96,1
11197,Foxq1,80,96,1
11198,Pten,80,96,1
11199,Rapgef3,80,97,1
11200,Atp1b1,80,97,1
11201,Tmc4,80,97,1
11202,Dvl3,80,97,1
11203,Ubr5,80,98,1
11204,Gstz1,80,98,1
11205,Sclt1,80,98,1
11206,Stk38,80,99,1
11207,Zfp704,80,99,1
11208,Nt5e,80,99,1
11209,Rrbp1,80,99,1
11210,Rabep1,81,0,1
11211,Phb2,81,0,1
11212,Gon4l,81,1,1
11213,Mrps15,81,1,1
11214,Eps8l1,81,1,1
11215,Malat1,81,2,1
11216,Nsd1,81,2,1
11217,Wdr89,81,2,1
11218,Stat5b,81,3,1
11219,Narf,81,3,1
11220,Cdh16,81,4,1
11221,Wnk1,81,5,1
11222,Ly6e,81,5,1
11223,Chka,81,7,1
11224,Zfp503,81,7,1
11225,Cep63,81,8,1
11226,Flna,81,9,1
11227,Ggps1,81,12,1
11228,Smc1a,81,13,1
11229,Tcf3,81,13,1
11230,Malat1,81,15,1
11231,Zfp592,81,16,1
11232,Gm17745,81,16,1
11233,Prpf4b,81,17,1
11234,Pdcd4,81,17,1
11235,Vangl1,81,17,1
11236,Malat1,81,20,1
11237,Ccdc71,81,20,1
11238,Ankrd12,81,21,1
11239,Stx7,81,21,1
11240,Cyyr1,81,21,1
11241,Adgrf5,81,22,1
11242,Flt1,81,23,1
11243,Sparc,81,23,1
11244,Nr2f2,81,24,1
11245,Unc45b,81,25,1
11246,Ushbp1,81,26,1
11247,Guf1,81,27,1
11248,Id1,81,29,1
11249,Zfp280d,81,30,1
11250,Arpc1b,81,32,1
11251,Nrp1,81,32,1
11252,Shank2,81,35,1
11253,Malat1,81,36,1
11254,Zfp809,81,36,1
11255,Ndufaf7,81,39,1
11256,Rb1,81,39,1
11257,Lrba,81,40,1
11258,Mtss1,81,40,1
11259,Adgrg1,81,41,1
11260,Cst3,81,43,1
11261,Malat1,81,45,1
11262,Pabpc4,81,45,1
11263,B3gntl1,81,47,1
11264,Zfp148,81,49,1
11265,Ahnak,81,51,1
11266,Cdkl1,81,52,1
11267,Rock1,81,54,1
11268,Slc12a1,81,54,1
11269,Atp1a1,81,54,1
11270,Cep295,81,54,1
11271,Malat1,81,55,1
11272,Mdh1,81,55,1
11273,Hyou1,81,55,1
11274,Trpm7,81,56,1
11275,Cfh,81,56,1
11276,Malat1,81,57,1
11277,Xist,81,57,1
11278,Arid5b,81,57,1
11279,Neat1,81,60,1
11280,Rrnad1,81,60,1
11281,Cdkl1,81,61,1
11282,Ppil4,81,62,1
11283,Klf12,81,62,1
11284,Ahnak,81,63,1
11285,Zfp827,81,63,1
11286,Sptbn1,81,64,1
11287,Malat1,81,66,1
11288,Rock2,81,66,1
11289,Zfp839,81,66,1
11290,Nktr,81,68,1
11291,Malat1,81,69,1
11292,Golgb1,81,69,1
11293,Zfp458,81,69,1
11294,Rbm22,81,70,1
11295,Phf2,81,70,1
11296,Vars,81,70,1
11297,Pabpn1,81,71,1
11298,P4hb,81,71,1
11299,Rhbdf1,81,72,1
11300,Rabgap1,81,72,1
11301,Pnisr,81,73,1
11302,H2-K1,81,73,1
11303,Bod1l,81,75,1
11304,Hbp1,81,75,1
11305,Eapp,81,75,1
11306,Arf1,81,75,1
11307,Malat1,81,76,1
11308,Ap1ar,81,76,1
11309,Tmx1,81,76,1
11310,Luc7l3,81,77,1
11311,Agrn,81,77,1
11312,Malat1,81,79,1
11313,Hnrnph3,81,79,1
11314,Serbp1,81,80,1
11315,Malat1,81,81,2
11316,mt-Cytb,81,81,1
11317,Zfr,81,81,1
11318,Snrpb,81,81,1
11319,Luc7l2,81,83,1
11320,Kng2,81,85,1
11321,Fam13a,81,85,1
11322,Snrnp200,81,87,1
11323,Adgrf5,81,88,1
11324,Baz2a,81,89,1
11325,Rnaset2a,81,89,1
11326,Mapre1,81,90,1
11327,Ap3d1,81,90,1
11328,Pcm1,81,90,1
11329,Usp8,81,90,1
11330,Amer1,81,92,1
11331,Xist,81,93,1
11332,Kif1b,81,93,1
11333,Miox,81,93,1
11334,Rpl24,81,93,1
11335,Tpr,81,94,1
11336,Sltm,81,94,1
11337,Cep85,81,94,1
